Title,Authors,Abstract,Published Year,Published Month,Journal,Volume,Issue,Pages,Accession Number,DOI,Ref,Covidence #,Study,Notes,Tags
"Addressing recognition, diagnosis and management of concussion/mild traumatic brain injury in Ontario, Canada",Bayley M.; Kagan C.; Marshall S.; Zemek R.; Solomon B.; Tator C.; Wilcock R.; Ouchterlony D.; Levy C. ,"Objectives: Concussions/mild traumatic brain injury (mTBI) can occur in many settings and across the age spectrum and many sectors are involved. The objective of the concussion/mTBI strategy is to improve recognition, diagnosis and management of this injury. The specific aims are: increased education and awareness; standardized practice for diagnosis and management of mTBI; improved outcomes for people who have persistent symptoms of mTBI; and to enact change and improve efficiencies within Ontario based upon current research. Method(s): The Ontario Neurotrauma Foundation leads the Strategy, working with over 70 stakeholder organizations and provincial experts. Five working groups were created to address priority themes in a co-ordinated manner: (1) Recognition and Awareness, (2) Diagnosis and Early Education, (3) Evaluation of Access to Care, (4) Management of Persistent Symptoms and (5) Psychosocial and Reintegration. Three annual Summits (2011-2013) have been held to update on progress, share results and prioritize next steps. Result(s): A framework was created to integrate the elements of concussion/mTBI care from point of injury to successful return-toactivity and to identify gaps and flow challenges. Collaboration is occurring with Ontario Ministries of Health, Education and Sports to improve concussion management in schools. A tool was created to assist coaches, teachers, parents, students and athletic therapists/ trainers regarding concussion in school and return-to-learn and play. Adult guidelines were updated and released in 2013 and paediatric guidelines for management of persistent symptoms are being developed for 2014. Surveys on clinician knowledge and practice regarding concussion diagnosis and management provide guidance for implementing best practice and standards of care. Research on incidence has identified over 200 000 individuals with concussions per year in Ontario. This information, along with referrals and availability of concussion clinics is guiding work on access and services. A review of prognostic factors for good and poor recovery has identified several areas for further research and will guide practice and policy. Return-to-work and school are being addressed through development of practice guides. The 3rd Summit assessed the state of knowledge and resulted in priorities for implementation. Conclusion(s): Concussions are a serious public health issue and current access to care in Ontario is variable. Current concussion care does not reflect the ideal concussion care and there are areas for improvement in the recognition, diagnosis and management of concussion/mTBI. The strategy aims to ensure that children, youth and adults that are diagnosed with a concussion are able to access appropriate treatment and fully reintegrate back into the community.",2014,/,Brain Injury,28,06-May,780,,http://dx.doi.org/10.3109/02699052.2014.892379,71445508,#23427,Bayley 2014,,maybe
Fractional anisotropy helps predicts memory rehabilitation outcome after traumatic brain injury.,"Strangman, Gary E; O'Neil-Pirozzi, Therese M; Supelana, Christina; Goldstein, Richard; Katz, Douglas I; Glenn, Mel B","Traumatic brain injury (TBI) commonly results in residual memory difficulties. Such deficits are amenable to cognitive rehabilitation, but optimal selection of rehabilitation interventions remains a challenge. We hypothesized that diffusion tensor imaging (DTI) could be used to predict which individuals were likely to benefit from a specific memory rehabilitation intervention. Thirty-seven individuals with TBI, of all severities, first underwent DTI scanning, along with 18 matched controls. Participants with TBI then attended a 12-session memory intervention emphasizing internal memory strategies (I-MEMS). Primary outcome measures (HVLT, RBMT) were collected at the time of DTI scanning, and both immediately and one month post-therapy. In contrast to typical neuroimaging analysis, fractional anisotropy (FA) was used to predict long-term outcome scores, adjusting for typical predictors (injury severity, age, education, time since injury, pretest score). FA of the parahippocampal white matter was a significant negative predictor of HVLT, while the anterior corpus callosum, left anterior internal capsule, and right anterior corona radiata were negative predictors of RBMT outcome. The importance of these predictors rivaled those of pretest scores. Thus, FA measures may provide substantial predictive value for other cognitive interventions as well. The reason why higher FA was associated with less successful response to cognitive intervention remains unclear and will require further study.",2012,/,NeuroRehabilitation,31,3,295-310,,https://dx.doi.org/10.3233/NRE-2012-0797,23093456,#8608,Strangman 2012,,maybe
Procalcitonin as a marker of sepsis and outcome in patients with neurotrauma: an observation study.,"Deng, Shuixiang; Zhu, Hechen; Wang, Kunlun; Cao, Tongwa","BACKGROUND: Procalcitonin (PCT) is a reliable biomarker of sepsis and infection. The level of PCT associated with sepsis and infection in patients with traumatic brain injury is currently unknown. The purpose of this study was to investigate the value of PCT and C-reactive protein (CRP) as diagnostic markers of sepsis and to evaluate the prognostic value of these markers related to the severity of injury, sepsis and mortality., METHODS: 105 adult patients with neurotrauma were enrolled in this study from June 2011 to February 2013. PCT and CRP were measured at admission and 2, 3, 5 and 7 days after admission. The sepsis criteria established by American College of Chest Physicians /Society of Critical Care Medicine Consensus Conference were used to identify patients. Injury Severity Score (ISS) and Glasgow Coma Score (GCS) were used to assess the severity of the injury. All these patients were monitored for 28 days., RESULTS: At admission, the median level of PCT was consistent with the severity of brain injury as follows: mild 0.08 ng/ml (0.05 - 0.13), moderate 0.25 ng/ml (0.11 - 0.55) and severe 0.31 ng/ml (0.17 - 0.79), but the range of CRP levels varied greatly within the given severity of brain injury. Seventy-one (67.6%) patients developed sepsis. The initial levels of PCT at admission were statistically higher in patients with sepsis, compared with patients with systemic inflammatory response syndrome (SIRS), but there were no differences in the initial concentration of CRP between sepsis and SIRS. After adjusting for these parameters, multivariate logistic regression analysis revealed that PCT was an independent risk factor for septic complications (p < 0.05). The areas under the ROCs at admission for the prediction of mortality were 0.76 (p < 0.05) and 0.733 for PCT and CRP, respectively., CONCLUSIONS: Increased levels of PCT during the course of the ICU stay could be an important indicator for the early diagnosis of sepsis after neurotrauma. In addition, high serum levels of PCT in patients with neurotrauma at admission indicate an increased risk of septic complications, and the daily measurement of PCT assists in guiding antibiotic therapy in neurotrauma patients.",2013,/,BMC anesthesiology,13,1,48,,https://dx.doi.org/10.1186/1471-2253-13-48,24330775,#8567,Deng 2013,,maybe
Hypothalamic-pituitary dysfunction following traumatic brain injury affects functional improvement during acute inpatient rehabilitation.,"Rosario, Emily R; Aqeel, Rubina; Brown, Meghan A; Sanchez, Gabriel; Moore, Colleen; Patterson, David","OBJECTIVE: To evaluate the occurrence of hypothalamic-pituitary dysfunction following a traumatic brain injury (TBI) and to determine its effect on functional improvement in acute inpatient rehabilitation., METHODS: A retrospective chart review identified male patients with a primary diagnosis of TBI with or without a skull fracture, an onset date within 6 months prior to admission, and were 16 years of age or older. The percentage of individuals in this population with abnormal hormone levels was determined on the basis of the established normal reference range for each hormone assay. The functional independence measure, which assesses functional outcomes in acute inpatient rehabilitation, was used to examine the relationship between hormone levels and functional improvement., RESULTS: Hypothalamic-pituitary dysfunction was identified in nearly 70% of men following TBI. Hypogonadism, or low testosterone levels, was observed in 66% of the patients, followed by low levels of free T4 in 46% and low levels of insulin growth factor-1 in 26% of patients. Hypopituitarism associated with impaired functional recovery. Specifically, the functional independence measure change per day was significantly lower in patients with low levels of testosterone and insulin growth factor-1., CONCLUSIONS: These findings suggest the importance of testosterone and insulin growth factor-1 activity in the early stages of physical and cognitive rehabilitation.",2013,/,The Journal of head trauma rehabilitation,28,5,390-6,,https://dx.doi.org/10.1097/HTR.0b013e318250eac6,22613945,#8539,Rosario 2013,,maybe
Increased intracranial pressure is associated with the development of acute lung injury following severe traumatic brain injury.,"Lou, Meiqing; Chen, XianZhen; Wang, Ke; Xue, Yajun; Cui, Daming; Xue, Fei","OBJECTIVE: This study investigated the relationship among intracranial pressure (ICP), the development of acute lung injury (ALI) and systemic inflammatory response syndrome (SIRS) following a severe traumatic brain injury (TBI)., METHODS: Post-traumatic ICP was continuously monitored for the first week following injury in a series of consecutive patients with isolated severe TBI. The initial ICP and the duration of intracranial hypertension (ICH) were calculated. The risk factors associated with the development of ALI and SIRS were evaluated., RESULTS: Of the 86 patients enrolled, 22 patients developed ALI and 52 patients developed SIRS during the observation period. The patients with ALI presented with a significantly higher initial ICP (31.3+/-7.8 mmHg vs. 23.0+/-8.8 mmHg, p<0.001) and a longer duration of ICH (16.8+/-6.5 h vs. 11.9+/-6.0 h, p=0.002) than those without ALI. The incidence of both ALI and SIRS increased with increasing initial ICP, and the presence of SIRS was associated with a fourfold increase in the risk of developing ALI (odds ratio [OR], 4.0; 95% confidence interval [CI], 1.2-13.0)., CONCLUSIONS: Increased ICP is associated with increased risks of developing ALI and SIRS following severe TBI. Future studies designed to verify the causative relationship between increased ICP and the systemic responses are warranted. Copyright Â© 2012 Elsevier B.V. All rights reserved.",2013,/,Clinical neurology and neurosurgery,115,7,904-8,,https://dx.doi.org/10.1016/j.clineuro.2012.09.001,23010612,#8496,Lou 2013,,maybe
"The epidemiology, prognosis, and trends of severe traumatic brain injury with presenting Glasgow Coma Scale of 3.","Salottolo, Kristin; Carrick, Matthew; Stewart Levy, A; Morgan, Brent C; Slone, Denetta S; Bar-Or, David","PURPOSE: To characterize trends and prognosis of severe traumatic brain injury (TBI)., METHODS: This 5-year multicenter retrospective study included patients with TBI and Glasgow Coma Scale of 3. We analyzed demographic and clinical characteristics and mortality using Pearson chi2 tests, Cochran-Armitage trend tests, and stepwise logistic regression. Analyses were stratified by vehicular and fall etiologies; other etiologies were excluded (24%)., RESULTS: Included were 481 patients. Fall-related injuries increased 58% (P=.001) but vehicular etiology did not change (P=.63). The characteristics of the populations changed over time; with falls, the population became older and increasingly presented with normal vital signs, whereas with vehicular etiology, the population became younger, with more alcohol-related injury (P<.05 for all). Mortality from falls increased substantially from 25% to 63% (P<.001), whereas death from vehicular injures remained statistically unchanged but with a downward trend (50%-38%, P=.28). Predictors of mortality included injury severity and age at least 65 years for both groups. Additional variables that were prognostic were abnormal vital signs and subdural hematoma for vehicular injuries, and sex for fall injuries., CONCLUSIONS: The epidemiology of severe TBI is changing. These epidemiologic data may be used for management and resource decisions, monitoring, and directing injury prevention measures. Copyright Â© 2016 Elsevier Inc. All rights reserved.",2017,/,Journal of critical care,38,"buy, 8610642",197-201,,https://dx.doi.org/10.1016/j.jcrc.2016.11.034,27940095,#6331,Salottolo 2017,,maybe
Venous thromboembolic events in critically ill traumatic brain injury patients.,"Skrifvars, Markus B; Bailey, Michael; Presneill, Jeffrey; French, Craig; Nichol, Alistair; Little, Lorraine; Duranteau, Jacques; Huet, Olivier; Haddad, Samir; Arabi, Yaseen; McArthur, Colin; Cooper, D James; Bellomo, Rinaldo; EPO-TBI investigators and the ANZICS Clinical Trials Group","PURPOSE: To estimate the prevalence, risk factors, prophylactic treatment and impact on mortality for venous thromboembolism (VTE) in patients with moderate to severe traumatic brain injury (TBI) treated in the intensive care unit., METHODS: A post hoc analysis of the erythropoietin in traumatic brain injury (EPO-TBI) trial that included twice-weekly lower limb ultrasound screening. Venous thrombotic events were defined as ultrasound-proven proximal deep venous thrombosis (DVT) or clinically detected pulmonary embolism (PE). Results are reported as events, percentages or medians and interquartile range (IQR). Cox regression analysis was used to calculate adjusted hazard ratios (HR) with 95% confidence intervals (CI) for time to VTE and death., RESULTS: Of 603 patients, 119 (19.7%) developed VTE, mostly comprising DVT (102 patients, 16.9%) with a smaller number of PE events (24 patients, 4.0%). Median time to DVT diagnosis was 6 days (IQR 2-11) and to PE diagnosis 6.5 days (IQR 2-16.5). Mechanical prophylaxis (MP) was used in 91% of patients on day 1, 97% of patients on day 3 and 98% of patients on day 7. Pharmacological prophylaxis was given in 5% of patients on day 1, 30% of patients on day 3 and 57% of patients on day 7. Factors associated with time to VTE were age (HR per year 1.02, 95% CI 1.01-1.03), patient weight (HR per kg 1.01, 95% CI 1-1.02) and TBI severity according to the International Mission for Prognosis and Analysis of Clinical Trials risk of poor outcome (HR per 10% increase 1.12, 95% CI 1.01-1.25). The development of VTE was not associated with mortality (HR 0.92, 95% CI 0.51-1.65)., CONCLUSIONS: Despite mechanical and pharmacological prophylaxis, VTE occurs in one out of every five patients with TBI treated in the ICU. Higher age, greater weight and greater severity of TBI increase the risk. The development of VTE was not associated with excess mortality.",2017,/,Intensive care medicine,43,3,419-428,,https://dx.doi.org/10.1007/s00134-016-4655-2,28028552,#6322,Skrifvars 2017,,maybe
Predicting Mortality and Independence at Discharge in the Aging Traumatic Brain Injury Population Using Data Available at Admission.,"Miller, Preston R; Chang, Michael C; Hoth, J Jason; Hildreth, Amy N; Wolfe, Stacey Q; Gross, Jessica L; Martin, R Shayn; Carter, Jeffrey E; Meredith, J Wayne; D'Agostino, Ralph Jr","BACKGROUND: Aging worsens outcome in traumatic brain injury (TBI), but available studies may not provide accurate outcomes predictions due to confounding associated injuries. Our goal was to develop a predictive tool using variables available at admission to predict outcomes related to severity of brain injury in aging patients., STUDY DESIGN: Characteristics and outcomes of blunt trauma patients, aged 50 or older, with isolated TBI, in the National Trauma Data Bank (NTDB), were evaluated. Equations predicting survival and independence at discharge (IDC) were developed and validated using patients from our trauma registry, comparing predicted with actual outcomes., RESULTS: Logistic regression for survival and IDC was performed in 57,588 patients using age, sex, Glasgow Coma Scale score (GCS), and Revised Trauma Score (RTS). All variables were independent predictors of outcome. Two models were developed using these data. The first included age, sex, and GCS. The second substituted RTS for GCS. C statistics from the models for survival and IDC were 0.90 and 0.82 in the GCS model. In the RTS model, C statistics were 0.80 and 0.67. The use of GCS provided better discrimination and was chosen for further examination. Using a predictive equation derived from the logistic regression model, outcome probabilities were calculated for 894 similar patients from our trauma registry (January 2012 to March 2016). The survival and IDC models both showed excellent discrimination (p < 0.0001). Survival and IDC generally decreased by decade: age 50 to 59 (80% IDC, 6.5% mortality), 60 to 69 (82% IDC, 7.0% mortality), 70 to 79 (76% IDC, 8.9% mortality), and 80 to 89 (67% IDC, 13.4% mortality)., CONCLUSIONS: These models can assist in predicting the probability of survival and IDC for aging patients with TBI. This provides important data for loved ones of these patients when addressing goals of care. Copyright Â© 2017 American College of Surgeons. Published by Elsevier Inc. All rights reserved.",2017,/,Journal of the American College of Surgeons,224,4,680-685,,https://dx.doi.org/10.1016/j.jamcollsurg.2016.12.053,28263858,#6242,Miller 2017,,maybe
Predicting posttraumatic hydrocephalus: derivation and validation of a risk scoring system based on clinical characteristics.,"Chen, Hao; Yuan, Fang; Chen, Shi-Wen; Guo, Yan; Wang, Gan; Deng, Zhi-Feng; Tian, Heng-Li","Posttraumatic hydrocephalus (PTH) is a disorder of disturbed cerebrospinal fluid (CSF) dynamics after traumatic brain injury (TBI). It can lead to brain metabolic impairment and dysfunction and has a high risk of clinical deterioration and worse outcomes. The incidence and risk factors for the development of PTH after decompressive craniectomy (DC) has been assessed in previous studies, but rare studies identify patients with higher risk for PTH among all TBI patients. This study aimed to develop and validate a risk scoring system to predict PTH after TBI. Demographics, injury severity, duration of coma, radiologic findings, and DC were evaluated to determine the independent predictors of PTH during hospitalization until 6 months following TBI through logistic regression analysis. A risk stratification system was created by assigning a number of points for each predictor and validated in an independent cohort. The model accuracy was assessed by the area under the receiver operating characteristic curve (AUC). Of 526 patients in the derivation cohort, 57 (10.84%) developed PTH during 6 months follow up. Age > 50 yrs (Odd ratio [OR] = 1.91, 95% confidence interval [CI] 1.09-3.75, 4 points), duration of coma >=1 w (OR = 5.68, 95% CI 2.57-13.47, 9 points), Fisher grade III (OR = 2.19, 95% CI 1.24-4.36, 5 points) or IV (OR = 3.87, 95% CI 1.93-8.43, 7 points), bilateral DC (OR = 6.13, 95% CI 2.82-18.14, 9 points), and extra herniation after DC (OR = 2.36, 95% CI 1.46-4.92, 5 points) were independently associated with PTH. Rates of PTH for the low- (0-12 points), intermediate- (13-22 points) and high-risk (23-34 points) groups were 1.16%, 35.19% and 78.57% (p < 0.0001). The corresponding rates in the validation cohort, where 17/175 (9.71%) developed PTH, were 1.35%, 37.50% and 81.82% (p < 0.0001). The risk score model exhibited good-excellent discrimination in both cohorts, with AUC of 0.839 versus 0.894 (derivation versus validation) and good calibration (Hosmer-Lemshow p = 0.56 versus 0.68). This model will be useful to identify patients at high risk for PTH who may be candidates for preventive interventions, and to improve their outcomes.",2017,/,Metabolic brain disease,32,5,1427-1435,,https://dx.doi.org/10.1007/s11011-017-0008-2,28391551,#6197,Chen 2017,,maybe
Posttraumatic Seizures in a Rural Nigerian Neurosurgical Service.,"Rabiu, Taopheeq Bamidele; Adetunmbi, Babatunde","BACKGROUND: Traumatic brain injury (TBI) is a recognized risk factor for seizures. In Nigeria, there is paucity of literature on posttraumatic seizure (PTS). This study provides the profile and pattern of PTS in patients with TBI in a rural Nigerian neurosurgical service., METHODS: A prospective observational study of patients with TBI was performed. Clinical and radiological data including outcomes of care were analyzed with SPSS version 15. A P value of <0.05 was considered statistically significant., RESULTS: A total of 199 patients were managed for TBI. There were 20 (10.1%) cases of PTS. Mean age was 28.4 years (range: 5-80 years) and most were male (n = 16; 80%). The average admission Glasgow Coma Scale score was 10 (range: 3-15). Of the 20 patients with PTS, 10 (50%) had mild head injury whereas 3 (15%) and 7 (35%) had moderate and severe head injuries, respectively. PTS peaked in young patients aged 17-45 years (n = 14, 70%). Fourteen (n = 14, 70%) had immediate PTS, whereas 6 (30%) had early PTS. Increasing severity of head injury resulted in a greater incidence of PTS (7.8%, 10.3%, and 17.1% for mild, moderate, and severe head injuries, respectively). Findings of acute subdural hematoma and contusions on computed tomography scan are significant risk factors for PTS (chi2: 22.8; P value: 0.0004). Five (25%) patients required anticonvulsant therapy because of seizure recurrence, but only one progressed to late PTS. Four (20.0%) died, whereas the rest had good outcome., CONCLUSIONS: Severe TBI and computed tomography findings of acute subdural hematoma and cerebral contusions are predictors of PTS in our environment. Progression of immediate/early to late PTS is rare. Copyright Â© 2017 Elsevier Inc. All rights reserved.",2017,/,World neurosurgery,104,101528275,367-371,,https://dx.doi.org/10.1016/j.wneu.2017.04.133,28461273,#6176,Rabiu 2017,,maybe
The relationship between alcohol and cognitive functioning following traumatic brain injury.,"Ponsford, Jennie; Tweedly, Laura; Taffe, John","The present study aimed to examine the association between frequency and quantity of alcohol consumption and cognitive functioning following traumatic brain injury (TBI). Sixty moderately to severely injured individuals had completed the Alcohol Use Disorders Identification Test (AUDIT) to measure preinjury alcohol use soon after injury and were recruited and assessed with AUDIT and Time Line Follow-Back (TLFB), as a measure of frequency and quantity of alcohol consumption at 6-9 months post injury. Fifty participants completed both AUDIT and TLFB at a follow-up assessment at 12-15 months post injury. Measures of processing speed/attention, memory, and executive function were also administered. Regression analyses were used to examine the relationships between alcohol use and cognition at the two occasions of measurement. Harmful or hazardous alcohol use pre injury was associated with poorer memory performance on the California Verbal Learning Test (CVLT-II) and slower processing speed on Symbol Digit Modalities Test on average across postinjury measurement occasions, but not with executive functioning, measured by the Modified Six Elements Test (MSET) at 6-9 months post injury. On the other hand, executive functioning on MSET 6-9 months post injury was significantly poorer in participants who were consuming any alcohol at all in the month prior to follow-up assessment. The current study provides evidence showing that pre- and postinjury alcohol use is negatively associated with different aspects of cognitive functioning following TBI. In addition to providing some support for the provision of advice to abstain from alcohol after injury, these findings suggest that interventions to reduce postinjury alcohol use may be useful.",2013,/,Journal of clinical and experimental neuropsychology,35,1,103-12,,https://dx.doi.org/10.1080/13803395.2012.752437,23339581,#8404,Ponsford 2013,,maybe
Frequency and impact of intensive care unit complications on moderate-severe traumatic brain injury: early results of the Outcome Prognostication in Traumatic Brain Injury (OPTIMISM) Study.,"Muehlschlegel, Susanne; Carandang, Raphael; Ouillette, Cynthia; Hall, Wiley; Anderson, Fred; Goldberg, Robert","BACKGROUND: Known predictors of adverse outcomes in patients with moderate-severe TBI (msTBI) explain only a relatively small proportion of patient-related outcomes. The frequency and impact of intensive care unit complications (ICU-COMPL) on msTBI-associated outcomes are poorly understood., METHODS: In 213 consecutive msTBI patients admitted to a Level I Trauma Center neuro trauma ICU, twenty-eight ICU-COMPL (21 medical and 7 neurological) were prospectively collected and adjudicated by group consensus, using pre-defined criteria. We determined frequencies, and explored associations of ICU-COMPL and hospital discharge outcomes using multivariable logistic regression., RESULTS: The average age of the study sample was 53 years, and the median presenting Glasgow Coma Scale and Injury Severity Scores were 5 and 27, respectively. Hyperglycemia (79%), fever (62%), systemic inflammatory response syndrome (60%), and hypotension requiring vasopressors (42%) were the four most common medical ICU-COMPL. Herniation (39%), intracranial rebleed (39%), and brain edema requiring osmotherapy (37%) were the three most common neurological ICU-COMPL. After adjusting for admission variables, duration of ventilation, and ICU length-of-stay, patients with brain edema (OR 5.8; 95% CI 2, 16.7) had a significantly increased odds for dying during hospitalization whereas patients with hospital-acquired urinary tract infection (UTI) had a decreased odds (OR 0.05; 95% CI 0.005, 0.6). Sensitivity analysis revealed that UTI occurred later, suggesting a non-causal association with survival. Brain herniation (OR 15.7; 95% CI 2.6, 95.4) was associated with an unfavorable functional status (GOS 1-3)., CONCLUSION: ICU-COMPL are very common after msTBI, have a considerable impact on short-term outcomes, and should be considered in the prognostication of these high risk patients. Survival associations of time-dependent complications warrant cautious interpretation.",2013,/,Neurocritical care,18,3,318-31,,https://dx.doi.org/10.1007/s12028-013-9817-2,23377884,#8388,Muehlschlegel 2013,,maybe
Post-traumatic hydrocephalus after ventricular shunt placement in a Singaporean neurosurgical unit.,"Low, Chyi Yeu David; Low, Yin Yee Sharon; Lee, Kah Keow; Chan, Siew Pang; Ang, Beng Ti","Ventricular enlargement is a common finding after severe head injury and has a poor prognosis if associated with post-traumatic hydrocephalus (PTH). We retrospectively reviewed our head injury database and identified patients who suffered from severe head injury and subsequently had shunt insertion after a diagnosis of PTH. A total of 871 patients with severe head injury were admitted from April 1999 to December 2006. Twenty-three patients (2.6%) were diagnosed with post-traumatic hydrocephalus and had a shunt inserted. Multiple logistic regression analysis showed that age, and unilateral and bilateral decompressive craniectomy, were significant predictors of PTH. The timing of shunt placement was between 2 weeks and 5 months post-head injury with a mean interval of 70 days. Three patients developed complications after shunt insertion. Seventeen patients (74%) achieved improvement after shunt insertion while the remainder had no significant change in neurological status. Eleven patients (48%) had improvements in their Glasgow Coma Scale (GCS) score of >=2 points, while six patients (26%) had a single-point improvement in their GCS score. At 1 year after shunting, 35% of patients had Glasgow Outcome Scale scores of 3 to 4. PTH is a condition that has an insidious onset with varying clinical and radiological presentations. The incidence is low but there is a significant benefit from ventricular shunt insertion. The use of cerebrospinal fluid dynamic studies, in addition to clinical and radiological findings, has the potential for better diagnosis and management of these patients. Copyright Â© 2012 Elsevier Ltd. All rights reserved.",2013,/,Journal of clinical neuroscience : official journal of the Neurosurgical Society of Australasia,20,6,867-72,,https://dx.doi.org/10.1016/j.jocn.2012.06.007,23415060,#8368,Low 2013,,maybe
"Evaluation of TGF beta1, IL-8 and nitric oxide in the serum of diffuse axonal injury patients and its association with clinical status and outcome.","Sohrevardi, Seyed Mojtaba; Ahmadinejad, Mehdi; Said, Karamuzian; Sarafzadeh, Farhad; Zadeh, Somayeh Soleimani; Yousefi, Mohammad; Savari, Omid","AIM: The aim was to evaluate the level of interleukin 8 (IL-8), transforming growth factor beta1 (TGF beta1) and Nitric oxide (NO) in diffuse axonal injury (DAI) and its association to the outcome and clinical status., MATERIAL AND METHODS: This cross-sectional study was conducted on 20 patients with DAI and 20 patients with multiple traumas without head injury and 20 healthy subjects as controls. Blood levels of IL-8, TGF beta1 and nitric oxide in the 1st, 2nd, 3rd and 7th days of injury were measured. Glasgow coma scale (GCS) of patients was recorded. The patients' outcome was evaluated by Glasgow Outcome Scale (GOS)., RESULTS: The level of TGF beta1 was increasing during the admission and had the maximum level at the 7th day. In the DAI group, there was significant correlation between GOS score and serum IL-8 at 7th day of admission (r=-0.68, p= 0.002). In this group the GCS was found to be significantly correlated with the IL-8 concentration at 7th day of admission (p= 0.026, r=-0.55)., CONCLUSION: IL-8 has negative correlation with GCS and GOS. TGF beta1 could protect the brain from cytotoxics, hypoxia and acidosis so its level comes down in brain injuries as a result of its overuse.",2013,/,Turkish neurosurgery,23,2,151-4,,https://dx.doi.org/10.5137/1019-5149.JTN.5858-12.2,23546898,#8306,Sohrevardi 2013,,maybe
Individual participant data meta-analyses should not ignore clustering.,"Abo-Zaid, Ghada; Guo, Boliang; Deeks, Jonathan J; Debray, Thomas P A; Steyerberg, Ewout W; Moons, Karel G M; Riley, Richard David","OBJECTIVES: Individual participant data (IPD) meta-analyses often analyze their IPD as if coming from a single study. We compare this approach with analyses that rather account for clustering of patients within studies., STUDY DESIGN AND SETTING: Comparison of effect estimates from logistic regression models in real and simulated examples., RESULTS: The estimated prognostic effect of age in patients with traumatic brain injury is similar, regardless of whether clustering is accounted for. However, a family history of thrombophilia is found to be a diagnostic marker of deep vein thrombosis [odds ratio, 1.30; 95% confidence interval (CI): 1.00, 1.70; P = 0.05] when clustering is accounted for but not when it is ignored (odds ratio, 1.06; 95% CI: 0.83, 1.37; P = 0.64). Similarly, the treatment effect of nicotine gum on smoking cessation is severely attenuated when clustering is ignored (odds ratio, 1.40; 95% CI: 1.02, 1.92) rather than accounted for (odds ratio, 1.80; 95% CI: 1.29, 2.52). Simulations show models accounting for clustering perform consistently well, but downwardly biased effect estimates and low coverage can occur when ignoring clustering., CONCLUSION: Researchers must routinely account for clustering in IPD meta-analyses; otherwise, misleading effect estimates and conclusions may arise. Copyright Â© 2013 Elsevier Inc. All rights reserved.",2013,/,Journal of clinical epidemiology,66,8,865-873.e4,,https://dx.doi.org/10.1016/j.jclinepi.2012.12.017,23651765,#8255,Abo-Zaid 2013,,maybe
Prolonged emergency department length of stay is not associated with worse outcomes in traumatic brain injury.,"Mejaddam, Ali Y; Elmer, Jonathan; Sideris, Antonios C; Chang, Yuchiao; Petrovick, Laurie; Alam, Hasan B; Fagenholz, Peter J","BACKGROUND: Data suggest that prolonged Emergency Department length of stay (EDLOS) has a detrimental effect on outcomes in some critically ill patients. However, the relationship between EDLOS and outcomes in traumatic brain injury (TBI) has not been examined., OBJECTIVE: Our objective was to determine the effect of EDLOS on neurologic outcomes in TBI patients., METHODS: We performed a retrospective analysis of a prospectively identified cohort of patients with moderate (Glasgow Coma Scale [GCS] score 9-13) and severe (GCS <= 8) TBI who presented to a Level 1 trauma center (2006-2010). Inclusion criteria were transfer to the intensive care unit (ICU) or operating room (OR) from the ED. Primary outcome was Glasgow Outcome Scale (GOS) score, a measure of neurologic function, at discharge. We used a proportional odds model to control for significant predictors of GOS in univariate analysis., RESULTS: Two hundred and twenty-four patients were included in the analysis, 77 (34%) of which were transferred to the OR. Median EDLOS was 3.3 h and 81.2% of patients had a GOS score <=3 (e.g., severe disability, vegetative, or deceased). In multivariable analyses, EDLOS was not associated with GOS score in either ICU bound (p = 0.57) or OR bound (p = 0.11) patients. Younger age, pupil reactivity, and absence of intubation were independent predictors of good outcomes in the ICU group. In OR patients, predictors of higher GOS score included presence of an epidural hemorrhage, absence of midline shift, and pupil reactivity., CONCLUSIONS: Our study demonstrates that EDLOS was not associated with poor outcomes in patients with moderate to severe TBI who required intensive care or early operative intervention in an academic Level 1 trauma center. Copyright Â© 2013 Elsevier Inc. All rights reserved.",2013,/,The Journal of emergency medicine,45,3,384-91,,https://dx.doi.org/10.1016/j.jemermed.2013.04.015,23769388,#8192,Mejaddam 2013,,maybe
